penalty_player_id,penalty_player_name,penalty_type,penalty_yards,down,ydstogo,yardline_100,qtr,quarter_seconds_remaining,epa,wpa,posteam,game_id
00-0033573,S.Gibson,Unsportsmanlike Conduct,15.0,4.0,4.0,92.0,1.0,560.0,-0.7586542225908488,0.026489853858947754,PHI,2018_01_ATL_PHI
00-0029955,L.Reynolds,Unnecessary Roughness,12.0,4.0,8.0,74.0,2.0,44.0,0.24751624814234674,0.043386489152908325,ATL,2018_01_ATL_PHI
00-0026143,M.Ryan,Intentional Grounding,12.0,2.0,10.0,68.0,3.0,664.0,-2.1350659960880876,-0.05876249074935913,ATL,2018_01_ATL_PHI
00-0033577,N.Gerry,Unnecessary Roughness,15.0,,0.0,35.0,3.0,277.0,0.9314850247465074,0.016395658254623413,ATL,2018_01_ATL_PHI
00-0030061,Z.Ertz,Offensive Pass Interference,10.0,3.0,4.0,69.0,4.0,511.0,-1.388884763699025,-0.05618646740913391,PHI,2018_01_ATL_PHI
00-0033576,E.Saubert,Face Mask,15.0,4.0,14.0,71.0,4.0,304.0,-1.0233707810984924,-0.08021682500839233,ATL,2018_01_ATL_PHI
00-0031598,N.Boyle,Offensive Pass Interference,10.0,1.0,15.0,63.0,2.0,523.0,-0.6395483897067606,-0.0069904327392578125,BAL,2018_01_BUF_BAL
00-0030663,W.Snead,Offensive Pass Interference,10.0,1.0,3.0,3.0,3.0,758.0,-1.3842101317131892,-0.0001361370086669922,BAL,2018_01_BUF_BAL
00-0032415,M.Judon,Unnecessary Roughness,8.0,2.0,8.0,19.0,3.0,325.0,1.2905158930807374,0.00029930780874565244,BUF,2018_01_BUF_BAL
00-0033904,D.Dawkins,Unnecessary Roughness,15.0,1.0,8.0,8.0,3.0,291.0,-1.7419501869590022,-0.00037611264269798994,BUF,2018_01_BUF_BAL
00-0023459,A.Rodgers,Intentional Grounding,10.0,2.0,4.0,75.0,3.0,92.0,-2.3695433563552797,-0.013144135475158691,GB,2018_01_CHI_GB
